,start,finish,duration
741,35881.0,35988.0,107.0
742,35935.0,36035.0,100.0
743,36054.0,36102.0,48.0
744,36089.0,36152.0,63.0
745,36095.0,36182.0,87.0
746,36119.0,36233.0,114.0
747,36198.0,36251.0,53.0
748,36237.0,36292.0,55.0
749,36264.0,36331.0,67.0
750,36301.0,36360.0,59.0
751,36310.0,36409.0,99.0
752,36380.0,36442.0,62.0
753,36391.0,36470.0,79.0
754,36397.0,36503.0,106.0
755,36402.0,36518.0,116.0
756,36605.0,36663.0,58.0
757,36630.0,36685.0,55.0
758,36682.0,36732.0,50.0
759,36684.0,36776.0,92.0
760,36811.0,36858.0,47.0
761,36893.0,36940.0,47.0
762,36939.0,36991.0,52.0
763,36952.0,37007.0,55.0
764,37047.0,37099.0,52.0
765,37081.0,37131.0,50.0
766,37153.0,37200.0,47.0
767,37172.0,37232.0,60.0
768,37213.0,37277.0,64.0
769,37247.0,37309.0,62.0
770,37304.0,37355.0,51.0
771,37342.0,37399.0,57.0
772,37386.0,37440.0,54.0
773,37453.0,37500.0,47.0
774,37462.0,37581.0,119.0
775,37560.0,37612.0,52.0
776,37590.0,37642.0,52.0
777,37610.0,37685.0,75.0
778,37612.0,37727.0,115.0
779,37635.0,37748.0,113.0
780,37709.0,37756.0,47.0
781,37752.0,37802.0,50.0
782,37767.0,37857.0,90.0
783,37817.0,37874.0,57.0
784,37852.0,37903.0,51.0
785,37858.0,37938.0,80.0
786,37949.0,38002.0,53.0
787,37961.0,38041.0,80.0
788,37984.0,38064.0,80.0
789,38019.0,38085.0,66.0
790,38108.0,38155.0,47.0
791,38125.0,38200.0,75.0
792,38170.0,38229.0,59.0
793,38244.0,38291.0,47.0
794,38294.0,38344.0,50.0
795,38312.0,38363.0,51.0
796,38320.0,38401.0,81.0
797,38322.0,38474.0,152.0
798,38353.0,38445.0,92.0
799,38444.0,38499.0,55.0
800,38456.0,38527.0,71.0
801,38469.0,38549.0,80.0
802,38614.0,38667.0,53.0
803,38620.0,38705.0,85.0
804,38696.0,38747.0,51.0
805,38704.0,38807.0,103.0
806,38722.0,38811.0,89.0
807,38743.0,38831.0,88.0
808,38756.0,38864.0,108.0
809,38772.0,38891.0,119.0
810,38885.0,38950.0,65.0
811,38945.0,38993.0,48.0
812,38966.0,39018.0,52.0
813,39005.0,39054.0,49.0
814,39046.0,39099.0,53.0
815,39169.0,39216.0,47.0
816,39211.0,39261.0,50.0
817,39364.0,39415.0,51.0
818,39387.0,39456.0,69.0
819,39430.0,39480.0,50.0
820,39463.0,39517.0,54.0
821,39529.0,39576.0,47.0
822,39570.0,39620.0,50.0
823,39794.0,39841.0,47.0
824,40004.0,40051.0,47.0
825,40024.0,40082.0,58.0
826,40033.0,40118.0,85.0
827,40061.0,40153.0,92.0
828,40125.0,40182.0,57.0
829,40180.0,40233.0,53.0
830,40183.0,40255.0,72.0
831,40270.0,40323.0,53.0
832,40292.0,40343.0,51.0
833,40348.0,40395.0,47.0
834,40411.0,40458.0,47.0
835,40518.0,40565.0,47.0
836,40628.0,40689.0,61.0
837,40638.0,40718.0,80.0
838,40725.0,40775.0,50.0
839,40745.0,40803.0,58.0
840,40766.0,40848.0,82.0
841,40788.0,40880.0,92.0
842,40794.0,40922.0,128.0
843,40796.0,40962.0,166.0
844,40806.0,40973.0,167.0
845,40844.0,41020.0,176.0
846,40873.0,41040.0,167.0
847,40875.0,41100.0,225.0
848,40877.0,41129.0,252.0
849,40884.0,41130.0,246.0
850,40897.0,41137.0,240.0
851,41070.0,41164.0,94.0
852,41129.0,41192.0,63.0
853,41150.0,41222.0,72.0
854,41179.0,41246.0,67.0
855,41284.0,41334.0,50.0
856,41289.0,41378.0,89.0
857,41308.0,41399.0,91.0
858,41328.0,41403.0,75.0
859,41366.0,41485.0,119.0
860,41481.0,41531.0,50.0
861,41603.0,41650.0,47.0
862,41616.0,41669.0,53.0
863,41716.0,41776.0,60.0
864,41731.0,41808.0,77.0
865,41736.0,41811.0,75.0
866,41763.0,41837.0,74.0
867,41770.0,41867.0,97.0
868,41798.0,41923.0,125.0
869,41814.0,41944.0,130.0
870,41826.0,41989.0,163.0
871,41833.0,42002.0,169.0
872,41881.0,42019.0,138.0
873,42077.0,42124.0,47.0
